frame_name,x,y,points,frame,video_name,subject
frame_0050.png,117,130,p2,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,65,130,p3,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,88,70,p4,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,57,53,p5,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,127,60,p6,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,197,160,p7,50,recording_2022-08-17_trial2-arm,0
frame_0050.png,152,171,p8,50,recording_2022-08-17_trial2-arm,0
frame_0060.png,113,156,p1,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,110,118,p2,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,59,127,p3,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,74,68,p4,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,43,53,p5,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,120,63,p6,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,203,161,p7,60,recording_2022-08-17_trial2-arm,0
frame_0060.png,149,174,p8,60,recording_2022-08-17_trial2-arm,0
frame_0070.png,121,156,p1,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,121,107,p2,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,66,129,p3,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,73,68,p4,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,55,53,p5,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,118,55,p6,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,199,164,p7,70,recording_2022-08-17_trial2-arm,0
frame_0070.png,151,171,p8,70,recording_2022-08-17_trial2-arm,0
frame_0080.png,119,166,p1,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,117,128,p2,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,64,131,p3,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,88,64,p4,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,52,51,p5,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,131,64,p6,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,203,158,p7,80,recording_2022-08-17_trial2-arm,0
frame_0080.png,148,173,p8,80,recording_2022-08-17_trial2-arm,0
frame_0090.png,114,158,p1,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,106,114,p2,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,60,123,p3,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,71,66,p4,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,47,52,p5,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,113,60,p6,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,202,162,p7,90,recording_2022-08-17_trial2-arm,0
frame_0090.png,146,174,p8,90,recording_2022-08-17_trial2-arm,0
frame_0100.png,114,158,p1,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,120,108,p2,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,73,126,p3,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,68,61,p4,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,50,54,p5,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,124,56,p6,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,202,160,p7,100,recording_2022-08-17_trial2-arm,0
frame_0100.png,146,173,p8,100,recording_2022-08-17_trial2-arm,0
