frame_no,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
98,0.0,11.40677037974877,12.331235193499676,12.916019707090532,12.160308467800142,12.356735803265671,12.872935312160807,11.151879476999804
99,0.0,11.53134387924202,12.020398343488893,12.529613411816262,11.97766987089977,12.253033909455135,13.01382599133801,11.408494241816594
100,0.0,11.572698448533352,11.75644166206053,12.687958274046034,12.024225982810655,12.22892585813154,12.776160379344258,10.995382174899598
101,0.0,11.570081117108296,11.585345055695036,12.898665581246014,12.25340625590106,12.267539029932532,12.75556006901963,11.315040951605168
102,0.0,11.391109724309818,11.848887329159124,13.292579088971682,12.111853146238012,12.243985884771485,12.707372697613966,11.230530500925626
103,0.0,11.207642739426246,11.738280476610344,13.850733258439114,12.03653367252768,12.47076910173093,12.587326136802984,10.786753286493871
104,0.0,11.269025562658454,11.87665181419709,13.882924257457358,11.911594190562209,12.291737440959258,12.527965313889862,10.684142207736024
105,0.0,11.6013759111184,11.822730780357873,13.380763653654208,11.886902488688646,12.283819411359367,12.495006869321188,10.758855022227948
106,0.0,11.658012393731672,11.75319100003321,12.862355753699804,11.799351974914297,12.302532245729736,12.415984419602728,10.751590170363029
107,0.0,11.746047949064282,11.881335127779131,12.974160747160598,11.88539621258823,12.352353903926083,12.324157967825576,10.600781692640984
108,0.0,11.816270490423385,11.46362674752241,12.826982545256993,11.96962781463461,12.485417934635684,12.336526714524696,10.439455985596556
109,0.0,11.90591670338972,11.379046492481775,12.800920249795356,11.958818765519297,12.447731714745526,12.42815858354914,10.348741713179352
110,0.0,11.917751670950675,11.343988938128309,12.819004963998225,11.994866192091065,12.555688195387164,12.285072006971385,10.326053638004987
111,0.0,12.027147021099177,11.783194828742392,11.615696302432456,11.988801071353832,12.55356290192652,12.580849527364393,11.21873746062081
112,0.0,12.127145266376088,12.089033578414064,10.895063301648936,12.273569622436252,12.93940021795554,12.950201825924314,11.640510967685469
113,0.0,11.87229096625907,12.08779804668972,10.845230073985825,12.267312784485435,12.386398987606931,12.642036363553222,11.816440550920218
114,0.0,11.715937238051602,12.40442409146296,11.1940312186409,12.286430915317506,12.3587773545763,13.028689533880724,11.488076859844186
115,0.0,11.711538752918376,12.384751816418502,11.166892833972618,12.13105287892187,12.618927441408635,13.166969110582082,11.850583568889776
116,0.0,11.694690352109989,12.381695671488536,11.12745229643228,12.189381403632972,12.502305687325226,13.294418483141316,12.237579665969534
117,0.0,11.962399641598584,12.113666802035882,11.376357027650126,11.982898302451996,12.57330689229511,13.326405891043624,12.180608222962933
118,0.0,12.14816550349492,12.249344935179687,11.300769358164343,11.796152892569015,12.533808664539444,13.263586459999136,11.953960026251965
119,0.0,12.12227482975104,12.279292701784248,11.348604017730446,11.74110006700799,12.679201656721183,13.2855813527529,11.869669719912912
120,0.0,12.049863009902635,12.223970740171051,11.487285703357854,11.934811686468976,12.469148023863308,13.213668572559016,11.585563257126887
121,0.0,11.80736421155606,12.297856237216166,11.735587190355398,11.903702472848677,12.31823173257561,13.026043560693005,11.27741810839993
122,0.0,11.571522505221122,12.438323166048573,11.902052181900409,11.870798456363527,12.400202439472205,12.821812422800402,10.9782749204681
123,0.0,11.594587483089574,12.39065048769358,12.034555170298056,11.83258210406219,12.499629360321524,12.811170577097958,10.728845692269322
124,0.0,11.7284277321984,12.349954616902822,12.056694910510885,11.729060487794086,12.35875820495519,12.617775832027515,10.31004905513673
125,0.0,11.598156000707933,12.373920650153655,12.129162265354564,11.744249910320802,12.323149421445583,12.490764984608932,10.09279675534886
126,0.0,11.612230801860193,12.339371124474996,12.157643677378717,11.731565678975372,12.316508764149743,12.297829579822404,9.946935603539355
127,0.0,11.608462130809448,12.338205365662564,12.224426276561465,11.70425473353018,12.380053737482612,12.084813320121848,9.770666252730194
128,0.0,11.605463703047558,12.47621590867928,12.228319491766635,11.7004989455331,12.414527193485636,11.995584608142815,9.59101283959501
129,0.0,11.79534124740736,12.18938244228772,12.101219523420072,11.875274023743064,12.196101585101394,11.537938798674467,8.90266069352816
130,0.0,11.81931916150329,12.126320054534215,12.262092096562778,11.959654177812816,12.1011532993393,11.560022512031829,8.712825178859335
131,0.0,11.793199868283056,12.131165376190706,12.21772108637358,11.756638353654278,12.256215060578256,11.625343712409046,8.866584280747404
132,0.0,11.805004050684056,12.349523008480944,12.010405817625756,11.56167802503365,12.367197000990762,11.689962141576205,8.841121412718465
133,0.0,11.841614169357175,12.187343889518427,12.096228056616658,11.567440342544977,12.544919543402631,11.690531289876244,9.15147153434444
134,0.0,11.932876172853964,12.209601746019873,12.011835887141114,11.372113803915031,12.666073115002414,11.616179071556722,9.019127256206124
135,0.0,11.804182019963896,12.180802426030285,12.223181275596527,11.672666989382405,12.724583006385592,11.50304136086734,9.553675834788764
136,0.0,11.852798196048056,12.0813855746691,11.98655705328913,11.718097994155832,12.76972773946422,11.64184234242398,9.881656009222782
137,0.0,11.947148465505348,12.117161615930852,11.829266114776743,11.58593564567018,12.94212982817932,11.691110260254847,10.089791149007818
138,0.0,11.87457824362618,12.412754152408068,11.96087051462271,11.643656837886564,12.913843066887956,11.707524120428545,10.344735991963978
139,0.0,11.758811188721614,12.297840228918918,12.12731467813259,11.66873056083396,12.71141865318594,11.098349037221215,9.730143762876352
140,0.0,11.78992656537858,12.348080719144416,12.19070103598404,11.545719814606896,12.64452753986249,11.08088546037087,9.390346007501416
141,0.0,11.734719127635278,12.533621919556271,12.140712574406296,11.52402657575075,12.935062575684272,11.934974207924814,10.182192512033692
142,0.0,11.798194834544226,12.467818860374097,12.120302426202905,11.35194161254369,13.013069513839492,12.04149937782042,10.431960461444516
143,0.0,11.765668769880495,12.256850488908611,12.097558261258529,11.53748018090987,12.679090042361146,11.41791099893346,9.791647534611592
144,0.0,11.960554601065011,12.155160843990616,12.063108738409367,11.571702172807337,12.737366676987216,11.253307931727448,9.547170902695454
145,0.0,11.9232640996229,12.22934259811295,12.04516798140664,11.492343067846846,12.814404823540832,11.248728738143535,9.591207186869172
146,0.0,11.910373473085809,12.228846000925504,12.017792706437229,11.513477665050614,12.886142291028056,11.306468054038875,9.700577745483375
147,0.0,11.667117119005953,12.547983442472768,11.893362165022708,11.657031445443208,12.149230833815736,11.460353955191827,8.583253127243896
148,0.0,11.914109049665177,12.78900338266305,12.01618357822818,11.563483993400322,11.857292034338595,11.806072483162934,7.946233419875862
149,0.0,11.821019984994036,12.664920974771404,12.401470218324546,11.688350262705509,11.809656535596536,12.127683600661754,7.699232679199549
150,0.0,12.148213983397389,12.029415820267054,12.2937422112234,11.934115657892274,12.366244086150024,12.685581991943012,8.366482062664277
151,0.0,11.606502287940735,11.810261683285768,12.586705023380771,11.99074182950354,12.270282207447378,12.59713700978343,9.23104881505609
152,0.0,11.671653344346566,12.079049835165092,12.62166210840382,12.10597068358173,12.123598169237406,12.734405658136897,9.585284806190977
153,0.0,11.520123755537366,12.112897796852115,12.654053767592057,12.050783226776762,12.192101704874627,12.816856820458742,10.82654041411763
154,0.0,11.493524908509809,12.250750624964748,12.871568295313985,12.15999820870983,12.356004642776002,12.80629484272031,10.966009031165513
155,0.0,11.506540443551533,12.261038976801068,12.824314053165976,12.175997417015664,12.34694344041949,12.729315693278055,10.978790479136023
156,0.0,11.2724615825978,12.607624725339784,12.830206991969236,12.017830756614272,12.149094802157853,12.95197517810154,11.200546162638693
157,0.0,11.211150375355444,12.853002585907948,12.739854562234614,11.983601889235295,12.294115168476042,13.046742343884963,11.334032923874194
158,0.0,11.035215107412384,12.979512340491492,12.791598109204898,12.007687946321894,12.41509164544782,13.03427710154618,11.527753688388575
159,0.0,11.103817363557813,12.635881078352783,12.770836826165464,12.17029014566545,12.366557128279466,12.860337193301946,11.3604646320796
160,0.0,11.281383753430022,12.429690971810938,12.690659309751886,12.079445240395088,12.43924733901699,12.77847189284649,11.309649955252452
161,0.0,11.363862993734877,12.395653820609082,12.95809711159044,12.021189595080957,12.386370406890247,12.796572985593512,11.244899442568324
162,0.0,11.264288307305536,12.559191052445271,12.955051034597377,11.953870200582504,12.373712431286815,12.769452595843052,11.16346329951397
163,0.0,11.25094585202872,12.37665181565744,12.777568055525103,11.9379605789942,12.301104546506622,12.831635099057928,11.126014247154693
164,0.0,11.371906522939163,12.162807455361907,12.747577882515971,12.057583295154558,12.21501316199276,12.959394489423904,11.306831922003823
165,0.0,11.54551539178392,12.373590676200113,12.663889553998056,12.1228364985101,12.191487177398807,12.912678280691829,11.50506365937678
166,0.0,11.336382696562262,12.27454353362763,12.647342278098012,12.051221048581787,12.300825854050302,12.939849713117423,11.70056909819229
167,0.0,11.276889056193944,12.318670857277883,12.675874233289983,12.015313678880515,12.295571918260036,12.979888464598028,11.798139284631514
168,0.0,11.255074166563132,12.49019000762918,12.75957598352127,11.978533119259716,12.351922381718929,13.195118663062148,11.654800237782798
169,0.0,11.3654325111058,12.465840595410109,12.705977752827932,11.860529923931676,12.265586708560008,13.29181072545945,11.624260957474146
170,0.0,11.368375630114055,12.735140872619525,12.53637189963744,11.863096571649468,12.31582860487189,13.456799893440031,11.714597684243074
171,0.0,11.486722905075403,12.593752525730707,12.540021624812034,11.880267458824486,12.34783870306969,13.449062916441232,11.845935137128082
172,0.0,11.35218672318192,12.296768118386485,12.66523948881864,12.057580140162726,12.304809050692556,13.348730435842336,11.543779918555282
173,0.0,11.371435058855196,12.2518589608429,12.65083205152164,12.044939568262842,12.244499837295448,13.3043071439169,11.527781072539897
174,0.0,11.52095730844042,12.381684482568875,12.6704186349113,12.14466189313482,12.389971242473804,13.237351220227303,11.51778046241966
175,0.0,11.370373685656094,12.391631153376425,12.580910751897376,12.041346422840691,12.317400027915877,13.18314605344769,11.472300012858318
176,0.0,11.571813819705053,12.31102365449236,12.55550694839713,11.95147962720301,12.169456864652156,13.538184802563194,11.870034230158875
177,0.0,11.635466211461152,11.6346666029294,11.797604729294957,11.974422845398124,12.118886410068644,13.149650607546343,11.80836204331736
178,0.0,12.003440413955529,11.50527018006302,11.331621669841914,12.276064900538367,12.360806246629764,12.5544729667735,11.563640995242498
179,0.0,11.98374149308126,11.92641682024723,10.96769307504166,11.991219639393751,12.384479608996209,12.05675893125768,10.815404890844896
180,0.0,11.84165915868205,11.59646878583188,11.095014814379525,12.238229221765366,12.525370551024428,12.399823491497138,11.92492276621871
181,0.0,11.83286440918464,11.66869301899717,11.08354930217285,12.03361465972597,12.62592424828576,12.582320511696931,12.12754086169824
182,0.0,11.991676862927696,11.44505339416976,10.921929904688438,11.963214281495503,12.463430716139316,11.756815816601067,11.414457851369892
183,0.0,11.740731022329385,11.945637907890724,11.060130524105466,12.306494773078224,12.574336084819004,12.766062354822209,12.064599357103086
184,0.0,11.599901148914292,12.476895459211551,10.917792214581464,12.056653265418309,12.632255458525371,13.17180685375468,11.983943856616758
185,0.0,11.648928651828076,12.505021813781813,11.028895113459766,12.179381646165666,12.525975081351298,12.893579209935202,11.666725571530066
186,0.0,12.112205611379451,12.317979579585142,10.98480173976235,12.063971295586256,12.64804398670367,13.492381562433618,11.81474538843126
187,0.0,11.755700328048086,12.431610132674534,11.298211680030208,11.913560725004508,12.794486668897296,13.133787775395122,11.823919813060602
188,0.0,11.743908674121872,12.565089114605888,11.329402666924032,11.817282308172883,12.591771259299938,13.244676181184888,11.80006898647654
189,0.0,11.344825255691315,12.569851758365964,11.568046694893209,11.886042567106667,12.44173232413806,12.579017603649383,11.526879440621368
190,0.0,11.511424176180098,12.293686323880552,11.593031258090535,11.933602492122526,12.491194917560453,12.202114392166855,11.06234204598876
191,0.0,11.729277094799,12.421226090716557,11.472679849080894,11.829969468574832,12.56215015276226,12.22077496346924,10.91777544717086
192,0.0,11.46255574860488,12.39743147771975,11.96283622860842,11.57256809083066,12.055174322605044,11.775827593332536,10.375354391222707
193,0.0,11.46727812886278,12.11304655660589,12.477394377607816,11.749426957212211,12.07326922958656,11.575032403982176,10.250954397995471
194,0.0,11.499316222700278,12.115385397294157,12.392719527214757,11.606534985812925,11.896460558389077,11.154071270366607,10.28295359613447
195,0.0,11.556593642474516,12.305367289783224,11.959046648098315,11.80523068877812,11.93917631903772,11.10350033020164,10.202675503703796
196,0.0,11.366734304244511,12.471890997022474,12.155826872838594,11.61935493464546,12.280103449762423,11.602386398676863,10.247692737040005
197,0.0,11.385660091481366,12.500045210101474,12.15374116076921,11.405495835429658,12.24885499916336,11.820649036751568,10.682106617505736
198,0.0,11.495421014576792,12.33977059953792,12.000815992172605,11.286674032104816,12.279733979636076,11.575338826277012,10.40252640193743
199,0.0,11.548626230508775,12.342081020350982,11.987312505041544,11.30767336809718,12.455704248187716,11.465396159982513,10.329170014383903
200,0.0,11.60860512192837,12.2510861398966,12.011105452149184,11.30481900710418,12.466549540946318,11.475347250809396,10.137841579440554
201,0.0,11.833510953714155,12.313731783895866,12.039176732015363,11.497021304145449,12.2432890945861,11.333209208016822,9.74379736107681
202,0.0,11.783084434164945,12.296683134156682,12.22058010290542,11.603611532976997,12.227688696624044,11.314539134571184,9.792436707663883
203,0.0,11.766465229053658,12.257468482704674,12.336379045050524,11.558353413605548,12.2152693281676,11.20447747039312,9.601848894254472
204,0.0,11.879062166915247,12.104981729497029,12.308142086897552,11.581779413691724,12.316445885594408,11.343106489248534,9.105243923396028
205,0.0,11.80537107971826,12.11205056239464,12.19853439874055,11.549185060385437,12.238264451748403,11.309016520359569,9.076931954948993
206,0.0,11.788794647197667,12.124412387928084,12.266364521183409,11.539018039808054,12.209566864642314,11.551510163155188,8.859010214981849
207,0.0,11.737531462108484,12.227499657126009,12.167458012462346,11.541630847449476,12.173957471089167,11.83053811119933,9.076582712417313
208,0.0,11.727138402123586,12.26335219887529,12.141759914652065,11.541552837087824,12.17179907256933,11.81464240387905,9.204058021631576
209,0.0,11.614069002145705,12.4104136001401,12.11316332029124,11.514052304036149,12.235885243290568,11.9818651925238,9.210437876207894
210,0.0,11.617606634363309,12.456671599858122,12.03147361786633,11.55796216474043,12.23846332006344,11.74516409093268,8.981941676042306
211,0.0,11.552969916933726,12.567780802197705,11.977220692826798,11.546206352980542,12.253976233012096,11.71477018347977,9.246176081625803
212,0.0,11.642415210325906,12.45023856987142,12.034779018047118,11.743080312486711,12.23798559171714,11.667251773980963,9.231777554979203
213,0.0,11.635461495714898,12.13519027314684,12.120918653843644,11.780158608119656,12.098644002362748,11.708267488910009,8.177504090257827
214,0.0,11.541324248547836,12.321664730688608,12.671572293624596,11.52253275419079,12.08472968465367,12.504722715223371,7.484773146411348
215,0.0,11.678383076856594,12.440569108992335,12.716584415726278,11.63043433504712,12.01137975005274,12.69098238446314,6.0380162285925705
216,0.0,11.642949783095736,12.421861235178978,12.28362134623542,11.799661846841934,12.32176997450038,12.756615629295723,6.3836832758560735
217,0.0,11.784896233275427,12.349483888069528,12.257898685725385,11.796130249668105,12.239634108482422,12.70258192988916,6.405016740012929
218,0.0,11.594977268800308,12.235739353676133,12.274722160381872,11.921880922205446,12.193662613057558,12.594927809516877,6.559821252702336
219,0.0,11.5598800009136,12.107660177014235,12.577873908576873,12.090051611965084,12.587376991772503,12.921245374682702,7.877493891917301
220,0.0,11.355204767209198,12.164183294086468,12.892765771980365,11.943028784510563,12.354132190074123,12.902367204335755,9.306914696130995
221,0.0,11.320022801191746,12.120397330210608,12.83395230402051,11.998571677305074,11.964810592134713,12.40837457531097,10.091156205336976
222,0.0,11.361814549251784,11.915299035962365,13.228703196868963,11.937521710113364,12.206976915863113,12.66873919893236,10.272414481218007
223,0.0,11.355907023775474,11.909916292075447,13.49776892382423,11.955381145764605,12.1780461506441,13.081634837492192,10.86689306156168
