frame_name,tx_mode,frame,subject,annotated,video_name
frame_0065.png,hftx,65,0,False,recording_2022-08-17_trial2-arm
frame_0066.png,hftx,66,0,False,recording_2022-08-17_trial2-arm
frame_0067.png,hftx,67,0,False,recording_2022-08-17_trial2-arm
frame_0068.png,hftx,68,0,False,recording_2022-08-17_trial2-arm
frame_0069.png,hftx,69,0,False,recording_2022-08-17_trial2-arm
frame_0070.png,hftx,70,0,False,recording_2022-08-17_trial2-arm
frame_0071.png,hftx,71,0,False,recording_2022-08-17_trial2-arm
frame_0072.png,hftx,72,0,False,recording_2022-08-17_trial2-arm
frame_0073.png,hftx,73,0,False,recording_2022-08-17_trial2-arm
frame_0074.png,hftx,74,0,False,recording_2022-08-17_trial2-arm
frame_0075.png,hftx,75,0,False,recording_2022-08-17_trial2-arm
frame_0076.png,hftx,76,0,False,recording_2022-08-17_trial2-arm
frame_0077.png,hftx,77,0,False,recording_2022-08-17_trial2-arm
frame_0078.png,hftx,78,0,False,recording_2022-08-17_trial2-arm
frame_0079.png,hftx,79,0,False,recording_2022-08-17_trial2-arm
frame_0080.png,hftx,80,0,False,recording_2022-08-17_trial2-arm
frame_0081.png,hftx,81,0,False,recording_2022-08-17_trial2-arm
frame_0082.png,hftx,82,0,False,recording_2022-08-17_trial2-arm
frame_0083.png,hftx,83,0,False,recording_2022-08-17_trial2-arm
frame_0084.png,hftx,84,0,False,recording_2022-08-17_trial2-arm
frame_0085.png,hftx,85,0,False,recording_2022-08-17_trial2-arm
frame_0086.png,hftx,86,0,False,recording_2022-08-17_trial2-arm
frame_0087.png,hftx,87,0,False,recording_2022-08-17_trial2-arm
frame_0088.png,hftx,88,0,False,recording_2022-08-17_trial2-arm
frame_0089.png,hftx,89,0,False,recording_2022-08-17_trial2-arm
frame_0090.png,hftx,90,0,False,recording_2022-08-17_trial2-arm
frame_0091.png,hftx,91,0,False,recording_2022-08-17_trial2-arm
frame_0092.png,hftx,92,0,False,recording_2022-08-17_trial2-arm
frame_0093.png,hftx,93,0,False,recording_2022-08-17_trial2-arm
frame_0094.png,hftx,94,0,False,recording_2022-08-17_trial2-arm
frame_0095.png,hftx,95,0,False,recording_2022-08-17_trial2-arm
frame_0096.png,hftx,96,0,False,recording_2022-08-17_trial2-arm
frame_0097.png,hftx,97,0,False,recording_2022-08-17_trial2-arm
frame_0098.png,hftx,98,0,False,recording_2022-08-17_trial2-arm
frame_0099.png,hftx,99,0,False,recording_2022-08-17_trial2-arm
frame_0100.png,hftx,100,0,False,recording_2022-08-17_trial2-arm
